Bairro;Quartos;Vagas;Suites;Area;Valor;Condominio;IPTU
Engenho Novo;2;1;0;52;1200.0;379.0;7.0
Barra da Tijuca;2;1;1;66;2400.0;1126.0;170.0
Lins de Vasconcelos;2;1;0;60;1150.0;530.0;36.0
São Cristóvão;3;0;0;60;1300.0;400.0;114.0
Tijuca;2;1;0;65;1900.0;750.0;70.0
Pechincha;2;1;0;60;900.0;280.0;10.0
Campo Grande;2;1;1;53;1100.0;370.0;0.0
Curicica;2;1;0;50;1400.0;450.0;150.0
Irajá;2;0;0;42;800.0;238.0;0.0
Vila da Penha;2;1;0;60;1000.0;150.0;0.0
Olaria;2;0;0;54;900.0;250.0;0.0
Engenho de Dentro;2;1;0;60;1100.0;495.0;13.0
Maracanã;2;0;1;64;1700.0;814.0;0.0
Barra da Tijuca;2;1;1;69;2500.0;951.0;171.0
Vila Isabel;3;1;0;66;1500.0;680.0;53.0
Engenho Novo;2;0;0;66;990.0;440.0;35.0
Tijuca;2;0;0;68;1700.0;604.0;84.0
Santíssimo;2;1;0;55;650.0;100.0;0.0
Recreio dos Bandeirantes;2;1;1;66;1700.0;861.0;0.0
Todos os Santos;2;0;1;47;1400.0;400.0;13.0
Curicica;2;1;0;46;1300.0;500.0;13.0
Méier;2;0;0;50;750.0;350.0;0.0
Anil;2;1;1;60;1200.0;125.0;0.0
Pechincha;2;1;1;64;1400.0;708.0;1011.0
Maracanã;2;0;0;66;1500.0;650.0;20.0
Tijuca;2;1;0;56;1500.0;520.0;49.0
Rio Comprido;2;1;0;65;1300.0;917.0;0.0
Vila Isabel;2;1;0;60;1150.0;444.0;0.0
Sampaio;2;1;0;58;1100.0;160.0;0.0
Freguesia (Jacarepaguá);2;1;1;68;1600.0;793.0;837.0
Jardim Carioca;2;0;0;45;1300.0;100.0;0.0
Freguesia (Jacarepaguá);2;1;0;60;1400.0;495.0;0.0
Leblon;2;0;0;65;2500.0;643.0;0.0
Gávea;2;0;0;40;1800.0;310.0;30.0
Gávea;2;1;0;60;2300.0;880.0;0.0
Freguesia (Jacarepaguá);2;1;1;56;1400.0;560.0;73.0
Pechincha;2;0;0;45;600.0;350.0;0.0
Freguesia (Jacarepaguá);2;1;1;65;1500.0;580.0;0.0
Copacabana;2;1;0;61;2700.0;1105.0;135.0
Taquara;2;1;0;65;850.0;700.0;0.0
Praça Seca;2;0;0;58;800.0;350.0;0.0
Grajaú;2;1;0;67;1300.0;540.0;25.0
Curicica;2;1;2;61;1380.0;647.0;73.0
Taquara;3;1;0;60;800.0;459.0;20.0
Vila Isabel;2;1;0;61;1300.0;760.0;20.0
Grajaú;2;0;0;67;1400.0;420.0;0.0
Campo Grande;2;1;0;55;1300.0;570.0;0.0
Freguesia (Jacarepaguá);3;1;1;64;1700.0;680.0;82.0
Pilares;2;0;0;60;500.0;280.0;20.0
Pechincha;2;1;1;69;1200.0;704.0;83.0
Recreio dos Bandeirantes;2;1;2;55;1500.0;900.0;100.0
Moneró;2;0;0;55;1200.0;350.0;0.0
Santa Teresa;2;0;0;60;1700.0;400.0;12.0
Tijuca;2;0;0;51;1800.0;250.0;0.0
Riachuelo;2;1;1;60;1500.0;350.0;0.0
Praça Seca;2;1;0;47;750.0;252.0;13.0
Pilares;3;0;0;65;1200.0;350.0;130.0
Taquara;2;1;0;50;1100.0;570.0;13.0
Guaratiba;2;1;0;55;600.0;250.0;0.0
Freguesia (Jacarepaguá);2;1;0;65;1300.0;528.0;0.0
Barra da Tijuca;2;1;1;68;2800.0;750.0;160.0
Cascadura;2;0;0;54;800.0;276.0;0.0
Santa Cruz;2;1;0;59;690.0;110.0;0.0
Pechincha;2;1;0;60;1000.0;390.0;356.0
Copacabana;2;0;0;68;2400.0;486.0;0.0
Barra da Tijuca;2;1;0;60;2500.0;600.0;200.0
Riachuelo;2;1;1;60;1300.0;350.0;78.0
Campo Grande;2;0;0;50;650.0;345.0;0.0
Freguesia (Jacarepaguá);2;1;0;67;1300.0;575.0;40.0
Bonsucesso;2;1;0;55;1000.0;250.0;0.0
Madureira;3;0;0;65;1350.0;300.0;0.0
Tijuca;2;1;1;66;1800.0;800.0;100.0
Centro;2;0;0;62;2500.0;530.0;0.0
Freguesia (Jacarepaguá);2;1;1;56;1600.0;622.0;707.0
Freguesia (Jacarepaguá);2;0;0;46;900.0;319.0;14.0
Cachambi;2;1;0;60;1300.0;440.0;0.0
Barra da Tijuca;2;1;0;51;1300.0;460.0;40.0
São Cristóvão;2;1;1;64;1900.0;430.0;69.0
Engenho Novo;2;0;0;54;800.0;340.0;0.0
Campo Grande;2;1;0;50;900.0;305.0;0.0
Riachuelo;2;1;0;68;700.0;550.0;0.0
Vila Isabel;2;0;0;58;1300.0;480.0;0.0
Taquara;2;1;0;50;850.0;170.0;0.0
Copacabana;2;0;0;58;2200.0;470.0;70.0
Anil;3;0;0;56;850.0;477.0;0.0
Taquara;2;1;0;53;850.0;420.0;13.0
Freguesia (Jacarepaguá);2;0;0;60;900.0;550.0;15.0
Pechincha;2;1;1;68;1500.0;670.0;82.0
Freguesia (Jacarepaguá);2;1;1;62;1500.0;631.0;0.0
Curicica;2;0;0;55;1200.0;347.0;0.0
Campo Grande;2;1;0;55;500.0;360.0;0.0
Grajaú;2;1;0;63;1000.0;730.0;120.0
Copacabana;2;0;0;40;2600.0;800.0;24.0
Vila Isabel;2;1;0;68;2000.0;800.0;130.0
Méier;3;1;0;62;1080.0;529.0;16.0
Copacabana;2;0;0;50;2300.0;680.0;71.0
Grajaú;2;0;0;65;1300.0;533.0;38.0
Recreio dos Bandeirantes;2;2;1;63;1300.0;985.0;0.0
Irajá;2;0;0;66;1100.0;200.0;0.0
Penha Circular;3;0;0;67;900.0;250.0;0.0
Tijuca;2;1;0;68;1600.0;589.0;0.0
Laranjeiras;2;1;1;65;2500.0;1300.0;130.0
Curicica;2;1;0;47;1100.0;500.0;50.0
Recreio dos Bandeirantes;2;1;1;65;1800.0;700.0;120.0
Freguesia (Jacarepaguá);2;0;0;55;1200.0;550.0;110.0
Curicica;2;1;0;55;1500.0;430.0;130.0
Pechincha;2;1;1;54;1100.0;545.0;36.0
Engenho de Dentro;2;1;0;66;1200.0;410.0;0.0
Maracanã;2;1;0;63;1800.0;1000.0;23.0
Pechincha;2;1;0;59;900.0;457.0;151.0
Campo Grande;2;0;1;53;1100.0;375.0;0.0
Curicica;2;1;0;46;1000.0;469.0;0.0
Jacarepaguá;2;0;1;69;2000.0;980.0;69.0
Camorim;3;1;0;58;800.0;300.0;0.0
Vila Valqueire;2;1;0;67;1100.0;22.0;0.0
Pechincha;2;1;1;66;1600.0;645.0;781.0
Vila Isabel;2;1;0;60;1000.0;588.0;0.0
Freguesia (Jacarepaguá);2;1;1;62;1500.0;700.0;85.0
Taquara;2;0;0;66;1300.0;370.0;0.0
Vila Isabel;2;1;0;65;1500.0;300.0;20.0
Pechincha;2;1;1;61;1590.0;420.0;57.0
Tijuca;2;0;0;60;2000.0;150.0;24.0
Centro;2;0;0;65;1400.0;420.0;21.0
Botafogo;2;0;0;68;2500.0;697.0;0.0
Vila Isabel;2;0;0;53;1900.0;750.0;47.0
Gávea;2;1;0;67;2800.0;915.0;0.0
Tijuca;2;0;0;60;2000.0;441.0;48.0
Tomás Coelho;2;0;0;55;660.0;250.0;0.0
Tomás Coelho;2;1;0;50;800.0;230.0;0.0
Cachambi;2;0;0;65;950.0;496.0;0.0
Grajaú;2;1;0;67;1300.0;540.0;18.0
Freguesia (Jacarepaguá);2;1;0;48;850.0;465.0;16.0
Freguesia (Jacarepaguá);2;1;1;63;2000.0;970.0;888.0
Maracanã;2;1;0;65;1900.0;734.0;0.0
Inhaúma;2;0;0;40;900.0;90.0;0.0
Campo Grande;2;1;0;49;700.0;250.0;0.0
Vila da Penha;2;1;0;60;1100.0;330.0;0.0
Jacarepaguá;2;1;0;50;1350.0;348.0;126.0
Barra da Tijuca;2;0;0;58;1300.0;624.0;106.0
Tomás Coelho;2;1;0;43;700.0;250.0;0.0
Campo Grande;2;1;1;64;1700.0;605.0;0.0
Barra da Tijuca;2;1;1;64;2300.0;862.0;153.0
Freguesia (Jacarepaguá);2;1;0;52;1000.0;423.0;16.0
Engenho de Dentro;2;1;1;47;900.0;550.0;35.0
Tijuca;2;0;0;45;1000.0;304.0;24.0
Copacabana;2;0;0;69;2750.0;791.0;186.0
Taquara;2;1;0;37;700.0;320.0;0.0
Barra da Tijuca;2;1;0;52;1300.0;675.0;97.0
Engenho Novo;2;0;0;46;900.0;320.0;13.0
Freguesia (Jacarepaguá);2;1;0;62;1200.0;345.0;27.0
Jacarepaguá;2;1;0;64;1500.0;622.0;60.0
Irajá;2;1;0;69;1400.0;340.0;280.0
Taquara;2;1;0;60;1200.0;505.0;77.0
Bento Ribeiro;2;1;0;53;900.0;510.0;0.0
Irajá;2;1;0;60;1210.0;280.0;0.0
Campinho;2;0;0;50;850.0;300.0;0.0
Jacarepaguá;2;1;1;65;2500.0;665.0;50.0
Freguesia (Jacarepaguá);2;1;0;48;1150.0;371.0;0.0
Taquara;2;1;1;60;1200.0;580.0;0.0
Freguesia (Jacarepaguá);2;0;0;60;1200.0;280.0;0.0
Abolição;2;0;0;45;1200.0;65.0;10.0
Barra da Tijuca;2;1;1;68;2500.0;1500.0;85.0
Madureira;2;0;0;62;650.0;343.0;0.0
Barra da Tijuca;2;1;0;50;1150.0;490.0;0.0
Méier;2;1;0;60;1300.0;549.0;39.0
Engenho Novo;2;0;0;60;800.0;310.0;17.0
Tanque;2;0;0;60;1100.0;435.0;0.0
Copacabana;2;0;1;60;2950.0;550.0;118.0
Pechincha;2;1;0;58;800.0;645.0;0.0
Pavuna;2;1;0;50;600.0;275.0;0.0
Campo Grande;2;1;0;67;700.0;270.0;0.0
Santa Teresa;2;0;0;66;1600.0;368.0;12.0
Flamengo;2;0;1;65;2500.0;700.0;35.0
Recreio dos Bandeirantes;2;0;1;67;1900.0;420.0;15.0
Riachuelo;2;2;1;68;1800.0;350.0;0.0
Barra da Tijuca;2;1;1;65;1400.0;1045.0;203.0
Andaraí;2;0;0;60;1200.0;300.0;40.0
Ilha do Governador;2;1;0;57;1300.0;384.0;48.0
Rio Comprido;2;1;1;50;1850.0;388.0;367.0
Recreio dos Bandeirantes;2;1;1;65;1900.0;594.0;0.0
Ribeira;2;0;1;64;2000.0;300.0;0.0
Méier;2;1;1;53;1200.0;696.0;335.0
Gamboa;2;1;0;61;1100.0;401.0;0.0
Recreio dos Bandeirantes;2;1;1;68;1600.0;590.0;170.0
Engenho Novo;2;1;0;57;1200.0;495.0;339.0
Tijuca;2;0;0;43;1500.0;300.0;0.0
Cachambi;2;0;0;64;1100.0;690.0;12.0
Glória;2;1;0;67;2500.0;797.0;74.0
Madureira;2;0;0;50;630.0;290.0;0.0
Todos os Santos;2;1;0;63;1000.0;472.0;0.0
Honório Gurgel;2;1;1;60;700.0;200.0;0.0
Turiaçu;2;0;0;50;650.0;86.0;0.0
Freguesia (Jacarepaguá);2;1;1;64;1500.0;630.0;0.0
Andaraí;2;1;0;64;1200.0;660.0;72.0
Jacarepaguá;2;1;2;67;1750.0;1156.0;46.0
Recreio dos Bandeirantes;2;1;1;67;1500.0;621.0;101.0
Taquara;2;1;0;39;1000.0;362.0;13.0
Tijuca;2;1;0;60;1500.0;485.0;15.0
Barra da Tijuca;2;1;1;65;2200.0;1092.0;165.0
Vila da Penha;2;0;0;63;1000.0;250.0;0.0
Barra da Tijuca;2;1;1;67;1900.0;620.0;125.0
Taquara;2;1;1;60;850.0;521.0;0.0
Barra da Tijuca;2;1;0;53;1000.0;659.0;0.0
Copacabana;2;0;0;61;2100.0;560.0;25.0
Recreio dos Bandeirantes;2;1;1;59;1800.0;700.0;79.0
Laranjeiras;2;0;0;65;2200.0;750.0;87.0
Maracanã;2;0;0;58;1150.0;150.0;0.0
Camorim;2;1;1;60;1600.0;320.0;10.0
Barra da Tijuca;2;1;0;68;1500.0;680.0;100.0
Pechincha;2;1;1;62;800.0;622.0;84.0
Recreio dos Bandeirantes;2;1;1;68;1750.0;679.0;80.0
Praça Seca;2;0;0;68;680.0;250.0;0.0
Água Santa;2;0;0;60;850.0;120.0;13.0
Campo Grande;2;1;0;48;550.0;292.0;0.0
São Francisco Xavier;2;1;0;48;1500.0;470.0;13.0
Freguesia (Jacarepaguá);2;1;0;64;1000.0;540.0;60.0
Leme;2;0;0;46;2200.0;450.0;25.0
São Cristóvão;2;1;1;60;1700.0;620.0;0.0
Tijuca;2;1;0;56;1400.0;793.0;48.0
Barra da Tijuca;2;1;1;65;1500.0;1450.0;100.0
Copacabana;2;0;0;56;2400.0;680.0;98.0
Barra da Tijuca;2;1;0;68;2700.0;1122.0;0.0
Jardim Botânico;2;0;0;65;2300.0;812.0;0.0
Ilha do Governador;2;1;0;60;1700.0;560.0;0.0
Recreio dos Bandeirantes;2;1;1;67;1400.0;875.0;100.0
Campo Grande;2;1;0;45;500.0;250.0;0.0
Curicica;2;1;1;60;1300.0;669.0;80.0
Méier;2;1;0;60;1000.0;510.0;14.0
Pedra de Guaratiba;3;0;0;60;900.0;370.0;0.0
Tijuca;2;0;0;59;1100.0;514.0;50.0
Vila da Penha;2;1;1;60;1500.0;200.0;0.0
Gávea;2;0;0;65;2500.0;910.0;132.0
Botafogo;2;1;0;60;2000.0;800.0;100.0
Botafogo;2;0;1;40;1800.0;720.0;105.0
Maracanã;2;1;1;57;1300.0;780.0;49.0
Portuguesa;2;1;0;43;1000.0;240.0;25.0
Piedade;2;1;0;46;700.0;502.0;0.0
Tijuca;2;1;0;57;1400.0;495.0;49.0
São Cristóvão;2;0;0;60;1300.0;290.0;73.0
Pechincha;2;1;1;64;1200.0;700.0;0.0
Tijuca;2;0;0;65;1900.0;580.0;87.0
Freguesia (Jacarepaguá);2;1;1;58;1600.0;500.0;82.0
Camorim;2;1;0;54;1100.0;324.0;0.0
Camorim;2;1;0;52;900.0;320.0;120.0
Tijuca;2;0;0;52;2000.0;315.0;0.0
Copacabana;2;0;0;63;2800.0;643.0;86.0
Ramos;2;0;0;65;900.0;230.0;27.0
Cachambi;2;1;1;65;1400.0;800.0;40.0
Bento Ribeiro;2;0;0;60;950.0;35.0;0.0
Madureira;2;1;0;44;750.0;360.0;0.0
Vila Isabel;2;0;0;64;900.0;531.0;25.0
Barra da Tijuca;2;1;1;58;1800.0;800.0;200.0
Campo Grande;2;1;0;60;500.0;190.0;0.0
Vila da Penha;2;0;0;53;1100.0;250.0;0.0
Del Castilho;2;0;0;48;750.0;35.0;0.0
Vila da Penha;2;1;0;60;1200.0;455.0;0.0
Pechincha;2;1;0;50;900.0;460.0;0.0
Recreio dos Bandeirantes;2;1;0;66;1400.0;650.0;100.0
Tijuca;2;0;0;45;1350.0;495.0;20.0
Barra da Tijuca;2;1;0;52;1300.0;650.0;92.0
Botafogo;2;1;0;65;2500.0;645.0;79.0
Andaraí;2;1;0;69;1400.0;476.0;0.0
Botafogo;2;0;0;57;2200.0;760.0;136.0
Engenho Novo;2;0;0;60;1100.0;175.0;0.0
Vila Isabel;2;1;0;65;1500.0;516.0;48.0
Tijuca;2;1;1;60;1500.0;900.0;20.0
Tijuca;2;1;0;64;1150.0;695.0;0.0
Jacarepaguá;2;1;1;56;1200.0;467.0;40.0
Rocha Miranda;2;1;0;50;1400.0;340.0;0.0
Praça Seca;2;1;1;60;700.0;538.0;0.0
Jacarepaguá;2;1;1;65;1200.0;650.0;0.0
Portuguesa;2;1;0;50;1100.0;330.0;25.0
Grajaú;2;0;0;51;1100.0;487.0;20.0
Centro;2;1;0;67;2100.0;680.0;0.0
Rio Comprido;2;0;0;65;1000.0;450.0;25.0
Freguesia (Jacarepaguá);2;0;0;50;1000.0;265.0;17.0
Realengo;2;0;0;49;900.0;68.0;0.0
Tijuca;2;0;0;65;1500.0;710.0;61.0
Jacarepaguá;2;1;1;63;1200.0;430.0;69.0
Jacarepaguá;2;1;0;64;2100.0;650.0;416.0
São Cristóvão;2;0;0;61;1100.0;230.0;0.0
Barra da Tijuca;2;1;0;55;1400.0;500.0;38.0
Irajá;2;1;0;69;1100.0;370.0;0.0
Lins de Vasconcelos;2;1;0;50;700.0;297.0;14.0
Rocha Miranda;3;0;0;65;550.0;295.0;0.0
Engenho de Dentro;3;1;1;60;1600.0;538.0;0.0
Campo Grande;2;1;0;65;450.0;220.0;0.0
Pechincha;2;1;1;69;1400.0;360.0;41.0
Cordovil;2;0;0;44;1200.0;315.0;0.0
Abolição;2;0;0;43;800.0;341.0;14.0
Água Santa;2;1;0;50;800.0;310.0;0.0
Pechincha;2;1;0;46;900.0;420.0;19.0
Campo Grande;2;1;0;60;750.0;350.0;0.0
Cachambi;2;1;0;64;1700.0;632.0;0.0
Glória;2;1;0;55;2200.0;438.0;0.0
Tijuca;2;0;0;60;1900.0;600.0;51.0
Pechincha;2;0;0;48;700.0;305.0;16.0
Irajá;3;1;0;56;1200.0;375.0;0.0
Barra da Tijuca;2;1;0;64;2400.0;680.0;210.0
Taquara;2;1;1;54;1200.0;520.0;159.0
Rio Comprido;2;1;0;63;1500.0;701.0;0.0
Piedade;2;1;1;50;1000.0;310.0;15.0
Campo Grande;2;1;1;60;1300.0;510.0;0.0
Pilares;3;0;0;65;1200.0;165.0;20.0
Campo Grande;2;1;1;65;1000.0;450.0;0.0
Barra da Tijuca;2;1;1;68;2800.0;750.0;0.0
Engenho Novo;2;1;0;60;800.0;545.0;14.0
Taquara;2;1;0;57;1000.0;300.0;0.0
Cachambi;2;1;0;50;900.0;490.0;16.0
Méier;2;1;1;64;2000.0;90.0;340.0
Madureira;2;0;0;50;850.0;357.0;0.0
Anil;2;1;1;64;1600.0;789.0;39.0
Barra da Tijuca;2;1;1;68;1700.0;1021.0;0.0
Copacabana;2;0;0;44;2500.0;502.0;0.0
Pechincha;2;1;1;63;1300.0;415.0;710.0
Campo Grande;2;1;0;50;1000.0;340.0;0.0
Campo Grande;2;1;0;48;650.0;267.0;0.0
Jacarepaguá;3;1;1;58;1300.0;300.0;0.0
Tijuca;2;1;0;64;1650.0;767.0;66.0
Copacabana;2;0;0;50;2100.0;390.0;70.0
Irajá;2;2;0;68;1000.0;370.0;0.0
Botafogo;2;0;0;69;2200.0;320.0;0.0
Flamengo;2;0;0;68;2200.0;577.0;142.0
Praça Seca;2;1;0;64;1000.0;476.0;356.0
Copacabana;2;0;0;58;2000.0;800.0;0.0
Méier;2;1;0;60;1200.0;530.0;0.0
Lagoa;2;1;0;69;2500.0;710.0;0.0
Freguesia (Jacarepaguá);2;1;0;62;1300.0;460.0;0.0
Anil;2;1;1;60;1500.0;600.0;52.0
Botafogo;2;1;0;63;2300.0;609.0;132.0
Praça Seca;2;0;0;50;600.0;370.0;0.0
São Francisco Xavier;2;0;0;68;900.0;356.0;37.0
Freguesia (Jacarepaguá);2;1;0;50;1300.0;400.0;15.0
Méier;2;1;0;59;1200.0;510.0;13.0
Grajaú;2;1;0;53;1000.0;665.0;20.0
São Cristóvão;2;0;0;48;1050.0;330.0;0.0
Pechincha;3;1;1;63;1300.0;630.0;70.0
Engenho da Rainha;2;0;0;56;800.0;360.0;0.0
Pechincha;2;1;0;54;1100.0;370.0;22.0
Copacabana;2;1;0;60;2500.0;795.0;110.0
Riachuelo;2;1;0;54;700.0;575.0;14.0
Realengo;2;1;0;50;700.0;50.0;0.0
Campo Grande;2;1;0;47;850.0;350.0;0.0
Irajá;2;0;0;40;1200.0;270.0;0.0
Botafogo;2;0;0;63;2300.0;494.0;0.0
Taquara;2;1;0;49;1000.0;500.0;140.0
Campo Grande;2;0;1;50;1000.0;300.0;0.0
Grajaú;2;1;1;64;2500.0;500.0;0.0
Campo Grande;2;1;0;48;500.0;320.0;2.0
Rocha;2;1;0;51;750.0;624.0;16.0
Campo Grande;2;1;1;56;1300.0;495.0;0.0
Campo Grande;2;1;0;45;500.0;220.0;0.0
Campo Grande;3;0;0;68;800.0;270.0;0.0
Campo Grande;2;1;0;50;600.0;200.0;0.0
Irajá;2;0;0;43;600.0;235.0;0.0
Jacarepaguá;2;1;0;48;900.0;300.0;11.0
Freguesia (Jacarepaguá);2;1;0;60;850.0;912.0;148.0
Tijuca;2;1;0;64;1850.0;536.0;86.0
Camorim;3;1;0;68;1100.0;418.0;35.0
Pechincha;3;1;1;67;1600.0;650.0;89.0
Jacarepaguá;2;1;0;50;800.0;490.0;39.0
São Francisco Xavier;2;1;1;64;1100.0;623.0;55.0
Cascadura;2;1;0;65;780.0;452.0;0.0
Barra da Tijuca;2;1;1;55;1100.0;850.0;140.0
Campo Grande;2;0;0;60;1100.0;300.0;0.0
Cosmos;2;1;0;65;600.0;225.0;0.0
Vila Isabel;2;1;0;60;1200.0;450.0;77.0
Freguesia (Jacarepaguá);2;0;0;68;1500.0;650.0;63.0
Bonsucesso;2;0;0;49;850.0;250.0;0.0
Humaitá;2;0;0;68;2200.0;590.0;120.0
Tauá;2;1;0;64;1400.0;420.0;67.0
Jacarepaguá;2;1;0;50;850.0;300.0;13.0
Taquara;3;1;1;67;1990.0;500.0;0.0
Copacabana;2;1;0;60;2500.0;847.0;135.0
Barra da Tijuca;2;1;1;65;2650.0;1296.0;0.0
Méier;2;1;0;60;1350.0;500.0;0.0
Vicente de Carvalho;2;0;0;46;1200.0;380.0;0.0
Vista Alegre;2;1;0;63;1050.0;295.0;0.0
Tijuca;2;1;0;61;1600.0;1100.0;81.0
Campo Grande;2;2;0;42;740.0;260.0;0.0
Camorim;3;1;1;65;1600.0;550.0;0.0
Barra da Tijuca;2;1;1;69;2750.0;1300.0;0.0
Vicente de Carvalho;2;0;0;60;900.0;270.0;0.0
Tijuca;2;1;0;68;1800.0;685.0;80.0
Flamengo;2;1;0;43;1900.0;620.0;0.0
Grajaú;2;1;0;63;1400.0;783.0;22.0
Engenho Novo;2;1;0;60;1200.0;500.0;0.0
Tijuca;2;0;0;55;1600.0;576.0;51.0
Tijuca;2;1;0;64;1150.0;695.0;0.0
Cachambi;2;0;0;58;900.0;600.0;36.0
Jacarepaguá;2;1;1;64;1900.0;470.0;830.0
Pechincha;2;1;0;45;1100.0;250.0;0.0
Maracanã;2;0;0;59;800.0;725.0;47.0
Botafogo;2;0;0;60;2100.0;580.0;90.0
Pechincha;2;1;1;60;1400.0;611.0;74.0
Pechincha;2;1;1;65;1000.0;557.0;627.0
Higienópolis;2;0;0;52;800.0;200.0;0.0
Campo Grande;2;0;0;46;780.0;70.0;0.0
Turiaçu;2;0;0;50;650.0;45.0;0.0
Barra da Tijuca;2;1;1;65;1650.0;1326.0;0.0
Centro;2;0;0;52;1700.0;454.0;51.0
Pechincha;2;1;1;65;1000.0;620.0;79.0
Vargem Grande;2;1;0;48;1700.0;500.0;0.0
Copacabana;2;0;0;65;2600.0;520.0;125.0
Maracanã;2;0;0;62;1800.0;400.0;0.0
Cavalcanti;3;1;0;62;590.0;256.0;0.0
Curicica;2;1;0;50;1100.0;400.0;0.0
Flamengo;2;0;0;68;1900.0;490.0;100.0
Tijuca;2;0;0;60;1500.0;280.0;50.0
Madureira;2;1;0;48;1200.0;400.0;28.0
Botafogo;2;1;0;62;2200.0;740.0;0.0
Copacabana;2;0;0;54;2000.0;745.0;74.0
Encantado;2;1;0;55;850.0;295.0;15.0
Campo Grande;3;0;0;58;850.0;290.0;0.0
Praça Seca;2;1;0;60;1150.0;550.0;1.0
Tijuca;2;1;0;62;1500.0;477.0;50.0
Barra da Tijuca;2;1;0;62;2300.0;1100.0;179.0
Campo Grande;2;1;0;60;1400.0;490.0;0.0
Campo Grande;2;1;0;48;1500.0;380.0;0.0
Jacarepaguá;3;1;1;63;1400.0;550.0;60.0
Vila da Penha;2;1;0;65;1300.0;100.0;0.0
Recreio dos Bandeirantes;2;1;1;62;1600.0;420.0;0.0
Cachambi;2;1;1;60;1600.0;350.0;0.0
Cachambi;3;0;0;61;900.0;360.0;16.0
Engenho Novo;2;1;0;50;900.0;250.0;18.0
Barra da Tijuca;2;1;1;69;2000.0;960.0;67.0
Recreio dos Bandeirantes;2;1;1;56;1400.0;438.0;0.0
São Cristóvão;2;0;0;58;900.0;591.0;0.0
Campo Grande;2;1;0;53;700.0;130.0;0.0
Tijuca;2;0;0;61;1500.0;500.0;0.0
Copacabana;2;1;1;62;1900.0;1750.0;150.0
Barra da Tijuca;2;1;0;57;1380.0;665.0;105.0
Tijuca;2;0;0;65;1800.0;580.0;87.0
Cosmos;2;0;0;45;500.0;200.0;0.0
Tijuca;2;1;0;61;1200.0;550.0;0.0
Tijuca;2;1;0;65;1300.0;790.0;0.0
Ipanema;2;0;0;65;2500.0;849.0;0.0
Pechincha;2;1;0;46;800.0;240.0;0.0
Vila Isabel;2;0;0;63;1100.0;650.0;20.0
Barra da Tijuca;2;1;1;63;1800.0;1400.0;86.0
Barra da Tijuca;2;1;1;68;1400.0;800.0;0.0
Pechincha;2;1;1;60;1500.0;440.0;0.0
Taquara;2;1;0;55;1000.0;450.0;0.0
Del Castilho;2;1;1;51;1500.0;393.0;30.0
Vila Kosmos;2;0;0;54;850.0;80.0;0.0
Copacabana;2;0;0;45;1700.0;668.0;76.0
Braz de Pina;2;0;0;40;990.0;374.0;0.0
Urca;2;0;0;44;2300.0;420.0;29.0
Cachambi;2;1;0;60;1200.0;516.0;0.0
Vargem Grande;2;1;1;66;1000.0;479.0;27.0
Laranjeiras;2;0;0;65;2300.0;690.0;0.0
Praça Seca;2;1;0;60;800.0;180.0;15.0
Méier;2;0;0;67;750.0;378.0;14.0
Jardim Botânico;2;1;0;66;2500.0;1200.0;200.0
Botafogo;2;1;1;55;2500.0;1100.0;0.0
Méier;2;1;1;63;1450.0;906.0;76.0
Grajaú;3;0;0;67;1150.0;500.0;19.0
Campo Grande;2;0;0;51;800.0;70.0;0.0
Ipanema;2;1;0;60;2800.0;765.0;85.0
Tijuca;2;1;0;68;1850.0;765.0;108.0
Praça Seca;2;1;1;60;900.0;568.0;0.0
Vila da Penha;3;1;0;60;1100.0;230.0;0.0
Cosmos;2;1;0;50;600.0;200.0;0.0
Taquara;2;1;1;62;1350.0;480.0;0.0
Laranjeiras;2;0;0;69;2000.0;602.0;94.0
Barra da Tijuca;2;2;1;67;1500.0;690.0;45.0
Barra da Tijuca;2;2;1;62;1700.0;1270.0;156.0
Santo Cristo;2;0;0;69;900.0;205.0;0.0
Freguesia (Jacarepaguá);2;1;0;48;1200.0;357.0;13.0
Andaraí;2;1;0;67;1800.0;450.0;0.0
Freguesia (Jacarepaguá);2;0;0;54;1000.0;502.0;0.0
Jardim Botânico;2;0;0;51;2200.0;870.0;0.0
Barra da Tijuca;2;1;0;58;1000.0;698.0;0.0
Rocha Miranda;2;1;0;46;900.0;260.0;0.0
Leme;2;0;0;60;2000.0;1300.0;894.0
Barra da Tijuca;2;1;0;42;1200.0;650.0;30.0
Catete;2;0;0;68;1600.0;545.0;36.0
Curicica;2;1;0;55;1250.0;510.0;50.0
Barra da Tijuca;2;1;0;64;2100.0;952.0;181.0
Barra da Tijuca;2;1;1;65;1300.0;1200.0;0.0
Bonsucesso;2;1;0;65;1200.0;640.0;0.0
Curicica;2;1;0;47;2500.0;360.0;114.0
Méier;2;0;0;64;800.0;690.0;13.0
Copacabana;2;0;0;68;2000.0;548.0;92.0
Pechincha;2;1;1;60;1300.0;470.0;0.0
Andaraí;2;0;0;65;1000.0;424.0;0.0
Tijuca;2;1;1;68;1900.0;602.0;132.0
Méier;2;1;0;60;1350.0;598.0;39.0
Pilares;3;0;0;65;1200.0;165.0;20.0
Del Castilho;2;1;1;53;1300.0;430.0;28.0
Flamengo;2;0;1;65;2500.0;700.0;35.0
Abolição;2;1;0;44;900.0;560.0;15.0
Freguesia (Jacarepaguá);2;0;0;50;1100.0;320.0;14.0
